CRP,8890,003,S. Topic-Geodesign w/ CityEng.,71%,29%,0%,0%,0%,0%,0%,0%,"Sperry, Stephen L"
CSEN,2020,001,CSEN 2020: 001,40%,23%,13%,15%,4%,0%,0%,4%,"Park, Dara Michelle"
CSEN,4520,001,CSEN 4520: 001,52%,39%,0%,0%,0%,0%,0%,9%,"Liu, Haibo"
CSM,1500,001,CSM 1500: 001,67%,28%,6%,0%,0%,0%,0%,0%,"Wintz, Joseph A"
CSM,1500,002,CSM 1500: 002,72%,28%,0%,0%,0%,0%,0%,0%,"Wintz, Joseph A"
CSM,2020,001,CSM 2020: 001,10%,43%,38%,10%,0%,0%,0%,0%,"Clarke, Shima N"
CSM,2020,002,CSM 2020: 002,24%,53%,24%,0%,0%,0%,0%,0%,"Clarke, Shima N"
CSM,2040,001,CSM 2040: 001,48%,48%,5%,0%,0%,0%,0%,0%,"Wintz, Joseph A"
CSM,2040,002,CSM 2040: 002,47%,41%,12%,0%,0%,0%,0%,0%,"Wintz, Joseph A"
CSM,2050,001,CSM 2050: 001,42%,21%,21%,16%,0%,0%,0%,0%,"Lucas, Jason D"
CSM,2050,002,CSM 2050: 002,30%,25%,35%,10%,0%,0%,0%,0%,"Lucas, Jason D"
CSM,3050,001,CSM 3050: 001,45%,45%,10%,0%,0%,0%,0%,0%,"Burgett, Joseph Mich"
CSM,3050,002,CSM 3050: 002,48%,52%,0%,0%,0%,0%,0%,0%,"Burgett, Joseph Mich"
CSM,3520,001,CSM 3520: 001,24%,67%,10%,0%,0%,0%,0%,0%,"Bausman, Dennis C"
CSM,3520,002,CSM 3520: 002,6%,47%,35%,12%,0%,0%,0%,0%,"Piper, Christine A"
CSM,3530,001,CSM 3530: 001,30%,65%,4%,0%,0%,0%,0%,0%,"Smith, James Packer"
CSM,3530,002,CSM 3530: 002,44%,44%,11%,0%,0%,0%,0%,0%,"Smith, James Packer"
CSM,4540,001,CSM 4540: 001,20%,40%,40%,0%,0%,0%,0%,0%,"Bausman, Dennis C"
CSM,4540,002,CSM 4540: 002,20%,47%,33%,0%,0%,0%,0%,0%,"Piper, Christine A"
CSM,8620,001,Personnel Mgt & Neg,13%,38%,38%,0%,0%,0%,0%,13%,"Liska, Roger William"
CSM,8620,400,Personnel Mgt & Neg,22%,78%,0%,0%,0%,0%,0%,0%,"Liska, Roger William"
CU,1000,001,CU 1000: 001,0%,0%,0%,0%,0%,87%,11%,2%,"Appling, Jeffrey R"
CU,1010,001,CU 1010: 001,38%,38%,13%,0%,8%,0%,0%,4%,"Sheriff, Rise Jean"
CU,1010,002,CU 1010: 002,91%,5%,0%,0%,0%,0%,0%,5%,"Hamby, Cecelia S"
CU,1010,003,CU 1010: 003,50%,33%,17%,0%,0%,0%,0%,0%,"McCubbin, Donna L"
CU,1010,005,CU 1010: 005,85%,7%,0%,0%,4%,0%,0%,4%,"Von Kaenel, Mary McP"
CU,1010,006,CU 1010: 006,77%,19%,4%,0%,0%,0%,0%,0%,"Von Kaenel, Mary McP"
CU,1010,010,CU 1010: 010,63%,20%,10%,3%,3%,0%,0%,0%,"Richardson, M Elaine"
CU,2010,001,CU 2010: 001,78%,17%,0%,0%,0%,0%,0%,6%,"Klotz, Leidy E"
DANC,1400,001,Jazz Dance I,91%,0%,5%,0%,5%,0%,0%,0%,"Hosler, Cheryl L"
DANC,1500,001,Modern Dance I,81%,13%,0%,0%,0%,0%,0%,6%,"Hosler, Cheryl L"
DPA,3070,001,DPA 3070: 001,88%,8%,4%,0%,0%,0%,0%,0%,"Curtis, Timothy J"
ECE,2010,001,Logic & Comp Device,21%,27%,19%,31%,0%,0%,0%,2%,"Zhu, Lin"
ECE,2020,001,Electric Circuits I,17%,40%,18%,12%,11%,0%,0%,2%,"Harrell, William R"
ECE,2090,002,Logic Lab,83%,8%,0%,0%,0%,0%,0%,8%,"Burg, Timothy C"
ECE,2090,003,Logic Lab,83%,0%,0%,0%,0%,0%,0%,17%,"Burg, Timothy C"
ECE,2090,004,Logic Lab,67%,17%,0%,0%,0%,0%,0%,17%,"Burg, Timothy C"
ECE,2110,001,ECE 2110: 001,58%,25%,0%,0%,0%,0%,0%,17%,"Burg, Timothy C"
ECE,2110,003,ECE 2110: 003,60%,30%,0%,0%,0%,0%,0%,10%,"Burg, Timothy C"
ECE,2120,007,ECE 2120: 007,75%,17%,0%,0%,8%,0%,0%,0%,"Burg, Timothy C"
ECE,2220,001,ECE 2220: 001,13%,22%,24%,14%,19%,0%,0%,9%,"Reid, William J"
ECE,2230,001,ECE 2230: 001,25%,14%,25%,11%,4%,0%,0%,21%,"Russell, Harlan B"
ECE,2620,001,Elec Circuits II,24%,29%,29%,11%,5%,0%,0%,1%,"Groff, Richard E"
ECE,2620,002,Elec Circuits II (HON),57%,43%,0%,0%,0%,0%,0%,0%,"Kapadia, Apoorva Dee",H
ECE,2720,001,Comp Organization,24%,27%,32%,9%,9%,0%,0%,0%,"Reid, William J",
ECE,2730,001,Computer Org Lab,63%,31%,6%,0%,0%,0%,0%,0%,"Burg, Timothy C",
ECE,2730,002,Computer Org Lab,80%,20%,0%,0%,0%,0%,0%,0%,"Burg, Timothy C",
ECE,2730,003,Computer Org Lab,50%,25%,13%,0%,6%,0%,0%,6%,"Burg, Timothy C",
ECE,2730,004,Computer Org Lab,64%,36%,0%,0%,0%,0%,0%,0%,"Burg, Timothy C",
ECE,2730,005,Computer Org Lab,81%,13%,6%,0%,0%,0%,0%,0%,"Burg, Timothy C",
ECE,3070,001,ECE 3070: 001,48%,17%,15%,3%,1%,0%,0%,16%,"Burg, Timothy C",
ECE,3070,002,ECE 3070: 002,39%,27%,14%,5%,1%,0%,0%,15%,"Burg, Timothy C",
ECE,3070,003,ECE 3070: 003,96%,2%,0%,2%,0%,0%,0%,0%,"Kim, Sung-O",
ECE,3090,001,ECE 3090: 001,79%,5%,0%,0%,0%,0%,0%,16%,"Burg, Timothy C",
ECE,3090,004,ECE 3090: 004,90%,0%,0%,0%,0%,0%,0%,10%,"Burg, Timothy C",
ECE,3090,005,ECE 3090: 005,90%,0%,0%,0%,0%,0%,0%,10%,"Burg, Timothy C",
ECE,3090,006,ECE 3090: 006,85%,5%,0%,0%,0%,0%,0%,10%,"Burg, Timothy C",
ECE,3090,008,ECE 3090: 008,70%,25%,0%,0%,0%,0%,0%,5%,"Burg, Timothy C",
ECE,3090,009,ECE 3090: 009,68%,32%,0%,0%,0%,0%,0%,0%,"Burg, Timothy C",
ECE,3090,011,ECE 3090: 011,90%,0%,0%,0%,0%,0%,0%,10%,"Burg, Timothy C",
ECE,3090,014,ECE 3090: 014,85%,5%,0%,0%,0%,0%,0%,10%,"Burg, Timothy C",
ECE,3110,001,ECE 3110: 001,73%,7%,7%,0%,0%,0%,0%,13%,"Burg, Timothy C",
ECE,3110,003,ECE 3110: 003,75%,25%,0%,0%,0%,0%,0%,0%,"Burg, Timothy C",
ECE,3120,003,ECE 3120: 003,79%,14%,0%,0%,0%,0%,0%,7%,"Burg, Timothy C",
ECE,3120,004,ECE 3120: 004,87%,0%,7%,0%,0%,0%,0%,7%,"Burg, Timothy C",
ECE,3170,001,Rand Signal Analysis,39%,47%,14%,0%,0%,0%,0%,0%,"Hubbard, Stephen J",
ECE,3170,002,Rand Signal Analysis (HON),73%,27%,0%,0%,0%,0%,0%,0%,"Baum, Carl W",H
ECE,3200,001,Electronics I,44%,37%,10%,7%,0%,0%,0%,1%,"Hubbard, Stephen J",
ECE,3210,001,ECE 3210: 001,15%,39%,30%,13%,1%,0%,0%,1%,"Hubbard, Stephen J"
ECE,3220,001,Intro Operating Sys,39%,43%,11%,0%,4%,0%,0%,4%,"Smotherman, Mark K"
ECE,3270,001,ECE 3270: 001,10%,36%,19%,7%,17%,0%,0%,12%,"Smith, Melissa Crawl"
ECE,3300,001,Signals & Systems,23%,16%,26%,20%,8%,0%,0%,7%,"Baum, Carl W"
ECE,3520,001,Programming Systems,50%,35%,12%,0%,0%,0%,0%,4%,"Schalkoff, Robert J"
ECE,3600,001,ECE 3600: 001,35%,21%,26%,9%,9%,0%,0%,0%,"Hadidi, Ramtin"
ECE,3710,001,ECE 3710: 001,29%,38%,21%,6%,6%,0%,0%,0%,"Reid, William J"
ECE,3720,001,ECE 3720: 001,64%,36%,0%,0%,0%,0%,0%,0%,"Burg, Timothy C"
ECE,3720,002,ECE 3720: 002,75%,25%,0%,0%,0%,0%,0%,0%,"Burg, Timothy C"
ECE,3720,004,ECE 3720: 004,83%,8%,0%,0%,0%,0%,0%,8%,"Burg, Timothy C"
ECE,3800,001,ECE 3800: 001,14%,41%,25%,8%,12%,0%,0%,0%,"Martin, Anthony Q"
ECE,3810,001,ECE 3810: 001,33%,41%,22%,0%,0%,0%,0%,4%,"Johnson, Eric Gordon"
ECE,4090,001,ECE 4090: 001,47%,30%,21%,0%,0%,0%,0%,2%,"Dawson, Darren M"
ECE,4170,001,ECE 4170: 001,29%,41%,0%,6%,0%,0%,0%,24%,"Dawson, Darren M"
ECE,4190,001,ECE 4190: 001,60%,28%,4%,4%,4%,0%,0%,0%,"Corzine, Keith A"
ECE,4200,001,ECE 4200: 001,29%,18%,38%,6%,3%,0%,0%,6%,"Makram, Elham B"
ECE,4270,001,ECE 4270: 001,20%,29%,29%,23%,0%,0%,0%,0%,"Baum, Carl W"
ECE,4380,001,ECE 4380: 001,31%,31%,31%,0%,0%,0%,0%,6%,"Russell, Harlan B"
ECE,4400,001,ECE 4400: 001,38%,41%,18%,0%,0%,0%,0%,3%,"Wang, Kuang-Ching"
ECE,4680,001,ECE 4680: 001,48%,33%,14%,0%,0%,0%,0%,5%,"Hoover, Adam W"
ECE,4700,001,ECE 4700: 001,40%,38%,9%,11%,0%,0%,0%,2%,"Hubing, Todd H"
ECE,4950,001,ECE 4950: 001,88%,12%,0%,0%,0%,0%,0%,0%,"Burg, Timothy C"
ECE,4960,001,ECE 4960: 001,48%,41%,11%,0%,0%,0%,0%,0%,"Groff, Richard E"
ECE,6170,001,ECE 6170: 001,63%,38%,0%,0%,0%,0%,0%,0%,"Dawson, Darren M"
ECE,6190,001,ECE 6190: 001,89%,6%,0%,0%,0%,0%,0%,6%,"Corzine, Keith A"
ECE,6200,001,ECE 6200: 001,67%,17%,0%,0%,0%,0%,0%,17%,"Makram, Elham B"
ECE,6380,001,ECE 6380: 001,57%,43%,0%,0%,0%,0%,0%,0%,"Russell, Harlan B"
ECE,6400,001,ECE 6400: 001,57%,43%,0%,0%,0%,0%,0%,0%,"Wang, Kuang-Ching"
ECE,6680,001,ECE 6680: 001,69%,6%,25%,0%,0%,0%,0%,0%,"Hoover, Adam W"
ECE,6930,002,CMOS Analog VLSI,60%,40%,0%,0%,0%,0%,0%,0%,"Wang, Pingshan"
ECE,8240,001,ECE 8240: 001,65%,24%,6%,0%,0%,0%,0%,6%,"Hadidi, Ramtin"
ECE,8400,001,ECE 8400: 001,50%,33%,0%,0%,0%,0%,0%,17%,"Harrell, William R"
ECE,8440,001,ECE 8440: 001,71%,14%,14%,0%,0%,0%,0%,0%,"Gowdy, John N"
ECE,8480,001,ECE 8480: 001,56%,44%,0%,0%,0%,0%,0%,0%,"Russell, Harlan B"
ECE,8720,001,ECE 8720: 001,60%,30%,0%,0%,0%,0%,0%,10%,"Schalkoff, Robert J"
ECE,8740,001,ECE 8740: 001,72%,28%,0%,0%,0%,0%,0%,0%,"Burg, Timothy C"
ECE,8930,001,Fiber Lasers,82%,18%,0%,0%,0%,0%,0%,0%,"Dong, Liang"
ECE,9910,032,ECE 9910: 032,0%,0%,0%,0%,0%,60%,40%,0%,"Shen, Hai Ying"
ECON,2000,001,Economic Concepts,22%,22%,11%,17%,17%,0%,0%,11%,"Garg, Mallika"
ECON,2000,002,Economic Concepts,14%,16%,43%,5%,3%,0%,0%,19%,"Garg, Mallika"
ECON,2000,003,Economic Concepts,25%,28%,19%,9%,16%,0%,0%,3%,"Ivankovic, Miren"
ECON,2110,001,Principles of Microeconomics,18%,33%,43%,5%,3%,0%,0%,0%,"Makela, Eric Peter"
ECON,2110,002,Principles of Microeconomics,13%,55%,18%,0%,13%,0%,0%,0%,"Castellon Chicas, Ce"
ECON,2110,003,Principles of Microeconomics,12%,44%,33%,7%,5%,0%,0%,0%,"Millsap, Adam A"
ECON,2110,004,Principles of Microeconomics,23%,45%,15%,10%,3%,0%,0%,5%,"Swanson, Andew L"
ECON,2110,005,Principles of Microeconomics,35%,30%,23%,8%,3%,0%,0%,3%,"Burgdorf, Jacob E"
ECON,2110,006,Principles of Microeconomics,26%,26%,23%,21%,2%,0%,0%,2%,"Bersak, Timothy Andr"
ECON,2110,007,Principles of Microeconomics,17%,41%,30%,8%,1%,0%,0%,3%,"Millsap, Adam A"
ECON,2110,008,Principles of Microeconomics,36%,28%,25%,7%,4%,0%,0%,1%,"Ivankovic, Miren"
ECON,2110,010,Principles of Microeconomics,22%,30%,26%,4%,2%,0%,0%,15%,"Tollison, Robert Dew"
ECON,2110,011,Principles of Microeconomics,15%,44%,31%,6%,2%,0%,0%,2%,"Liu, Meng",
ECON,2110,012,Principles of Microeconomics,16%,37%,18%,5%,8%,0%,0%,16%,"Shippey, John Devin",
ECON,2110,013,Principles of Microecon(HON),40%,50%,0%,0%,0%,0%,0%,10%,"Fleck, Robert Kennet",H
ECON,2120,001,Principles of Macro,16%,37%,37%,0%,11%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,002,Principles of Macro,6%,44%,50%,0%,0%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,003,Principles of Macro,20%,30%,40%,0%,10%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,004,Principles of Macro,21%,47%,26%,5%,0%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,005,Principles of Macro,18%,35%,47%,0%,0%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,006,Principles of Macro,16%,37%,47%,0%,0%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,007,Principles of Macro,11%,22%,56%,6%,0%,0%,0%,6%,"Baier, Scott L.",
ECON,2120,008,Principles of Macro,11%,53%,37%,0%,0%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,009,Principles of Macro,16%,58%,21%,0%,5%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,010,Principles of Macro,21%,42%,37%,0%,0%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,011,Principles of Macro,11%,58%,32%,0%,0%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,012,Principles of Macro,26%,37%,26%,5%,0%,0%,0%,5%,"Baier, Scott L.",
ECON,2120,013,Principles of Macro,47%,26%,26%,0%,0%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,014,Principles of Macro,26%,37%,37%,0%,0%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,015,Principles of Macro,21%,37%,42%,0%,0%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,016,Principles of Macro,37%,63%,0%,0%,0%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,017,Principles of Macro,21%,53%,21%,5%,0%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,018,Principles of Macro,16%,53%,26%,5%,0%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,019,Principles of Macro,17%,39%,33%,11%,0%,0%,0%,0%,"Baier, Scott L.",
ECON,2120,020,Principles of Macro,30%,45%,23%,0%,0%,0%,0%,3%,"Anders, Anne",
ECON,2120,021,Principles of Macro,5%,25%,25%,8%,12%,0%,0%,26%,"Allen, Ralph Charles",
ECON,2120,022,Principles of Macro,10%,45%,25%,10%,8%,0%,0%,3%,"Anders, Anne",
ECON,2120,023,Principles of Macro,35%,40%,18%,0%,5%,0%,0%,3%,"Sun, Yukun"
ECON,2120,024,Principles of Macro,9%,18%,24%,9%,16%,0%,0%,24%,"Allen, Ralph Charles"
ECON,2120,025,Principles of Macro,25%,55%,10%,10%,0%,0%,0%,0%,"Sonchak, Lyudmyla Ta"
ECON,2120,026,Principles of Macro,26%,60%,12%,2%,0%,0%,0%,0%,"Sun, Yukun"
ECON,3020,001,Money and Banking,20%,40%,15%,10%,13%,0%,0%,3%,"Zanzalari, Danielle"
ECON,3060,001,Managerial Economics,22%,36%,25%,6%,3%,0%,0%,8%,"Shippey, John Devin"
ECON,3100,001,International Econ,19%,38%,31%,6%,5%,0%,0%,2%,"Jerzmanowski, Michal"
ECON,3140,001,Intermediate Micro,21%,26%,16%,0%,11%,0%,0%,26%,"Warren, Patrick L"
ECON,3140,002,Intermediate Micro,42%,31%,19%,4%,4%,0%,0%,0%,"Espey, Molly"
ECON,3140,003,Intermediate Micro,11%,43%,29%,7%,7%,0%,0%,4%,"Cvrcek, Tomas"
ECON,3150,001,Intermediate Macro,25%,16%,30%,16%,12%,0%,0%,2%,"Harris, Wesley R"
ECON,3150,002,Intermediate Macro,37%,40%,20%,0%,3%,0%,0%,0%,"Mityakov, Sergey Vla"
ECON,3440,001,Property Rights,17%,43%,22%,9%,4%,0%,0%,4%,"Litsukova-Bokar, Dar"
ECON,4020,001,Law and Economics,35%,35%,24%,0%,0%,0%,0%,6%,"Hazlett, Thomas Wins"
ECON,4050,001,Intro to Econometric,36%,21%,36%,7%,0%,0%,0%,0%,"Oliveira, JAQUELINE"
ECON,4050,002,Intro to Econometric,31%,15%,31%,0%,23%,0%,0%,0%,"Oliveira, JAQUELINE"
ECON,4050,003,Intro to Econometric,18%,18%,55%,9%,0%,0%,0%,0%,"Oliveira, JAQUELINE"
ECON,4050,004,Intro to Econometric,17%,25%,17%,33%,8%,0%,0%,0%,"Oliveira, JAQUELINE"
ECON,4110,001,Econ of Education,31%,31%,23%,8%,4%,0%,0%,4%,"Lam, Chungsang"
ECON,4130,001,International Macro,17%,44%,17%,17%,6%,0%,0%,0%,"Jerzmanowski, Michal"
ECON,4240,001,Organization of Ind,39%,39%,15%,0%,0%,0%,0%,6%,"Lewis, Matthew S"
ECON,4250,001,Antitrust Economics,44%,36%,17%,0%,0%,0%,0%,3%,"Tollison, Robert Dew"
ECON,4260,001,Sem Sport Economics,58%,32%,5%,5%,0%,0%,0%,0%,"Hanssen, Frederick A"
ECON,4270,001,Dev American Economy,27%,53%,17%,3%,0%,0%,0%,0%,"Bodenhorn, Howard Ne"
ECON,4350,001,Family Economics,6%,45%,27%,9%,6%,0%,0%,6%,"Cvrcek, Tomas"
ECON,4400,001,Game Theory,25%,50%,8%,0%,4%,0%,0%,13%,"Wood, Daniel H"
ECON,4570,001,"Nat Res Use, Technol & Policy",21%,36%,29%,0%,0%,0%,0%,14%,"Templeton, Scott R."
ECON,6130,001,ECON 6130: 001,50%,38%,13%,0%,0%,0%,0%,0%,"Jerzmanowski, Michal"
ECON,8020,001,Adv Econ Concepts and Applic I,47%,47%,6%,0%,0%,0%,0%,0%,"Dougan, William R"
ECON,8050,001,ECON 8050: 001,55%,42%,3%,0%,0%,0%,0%,0%,"Baier, Scott L."
ECON,8070,001,ECON 8070: 001,70%,25%,5%,0%,0%,0%,0%,0%,"Mroz, Thomas Alvin"
ECON,8200,001,Public Finance,60%,40%,0%,0%,0%,0%,0%,0%,"Dougan, William R"
ECON,9010,001,Price Theory,50%,45%,5%,0%,0%,0%,0%,0%,"Wood, Daniel H"
ECON,9090,001,ECON 9090: 001,55%,40%,0%,0%,0%,0%,0%,5%,"Dwyer, Gerald P"
ECON,9170,001,Advanced Seminar Labor Econ,67%,33%,0%,0%,0%,0%,0%,0%,"Simon, Curtis J"
ED,1050,001,ED 1050: 001,65%,20%,0%,0%,10%,0%,0%,5%,"Womac, Patrick C"
ED,1050,002,ED 1050: 002,79%,13%,0%,0%,0%,0%,0%,8%,"Womac, Patrick C"
ED,1050,003,ED 1050: 003,92%,4%,0%,0%,0%,0%,0%,4%,"Tannebaum, Rory Phil"
ED,1050,004,ED 1050: 004,80%,8%,0%,0%,8%,0%,0%,4%,"Tannebaum, Rory Phil"
ED,3220,001,ED 3220: 001,73%,18%,0%,0%,9%,0%,0%,0%,"Smith, Deborah A"
ED,8380,400,Physical Science,75%,25%,0%,0%,0%,0%,0%,0%,"White, Richard Dallm"
ED,8380,537,Literacy Lessons Designed for,25%,67%,8%,0%,0%,0%,0%,0%,"Steadman, Vicki H"
ED,8390,505,ED 8390: 505,92%,8%,0%,0%,0%,0%,0%,0%,"Paltrow Zwerdling, T"
ED,8600,400,ED 8600: 400,57%,36%,7%,0%,0%,0%,0%,0%,"Kaminski, Rebecca A"
ED,9010,001,Research Design/ Infer. Stats,50%,40%,10%,0%,0%,0%,0%,0%,"Farmer, Jennie Lynn"
EDC,3900,010,EDC 3900: 010,83%,17%,0%,0%,0%,0%,0%,0%,"Price, Mary J"
EDC,3900,012,EDC 3900: 012,80%,20%,0%,0%,0%,0%,0%,0%,"Price, Mary J"
EDC,8060,001,EDC 8060: 001,95%,5%,0%,0%,0%,0%,0%,0%,"Havice, Pamela A"
EDC,8070,400,EDC 8070: 400,70%,20%,0%,0%,10%,0%,0%,0%,"Moran, Kristen Leigh"
EDC,8190,001,EDC 8190: 001,95%,5%,0%,0%,0%,0%,0%,0%,"Havice, Pamela A"
EDEC,2200,001,EDEC 2200: 001,82%,9%,0%,0%,9%,0%,0%,0%,"Axelrod, Ysaaca D"
EDEL,3100,001,EDEL 3100: 001,91%,4%,0%,0%,4%,0%,0%,0%,"Leonard, Alison Eliz"
EDEL,3100,002,EDEL 3100: 002,85%,8%,0%,0%,8%,0%,0%,0%,"Rosen, Jacqueline Sh"
EDEL,3210,001,EDEL 3210: 001,82%,14%,5%,0%,0%,0%,0%,0%,"Smith, Deborah A"
EDEL,4050,001,EDEL 4050: 001,88%,13%,0%,0%,0%,0%,0%,0%,"Malloy, Jacquelynn A"
EDEL,4510,001,Elem Methods in Science Tchg,71%,25%,0%,4%,0%,0%,0%,0%,"Deaton, Cynthia Chri"
EDEL,4520,002,EDEL 4520: 002,81%,19%,0%,0%,0%,0%,0%,0%,"Dogbey, James Kwame"
EDEL,4670,001,EDEL 4670: 001,88%,13%,0%,0%,0%,0%,0%,0%,"Cole, Mikel Walker"
EDEL,4870,001,EDEL 4870: 001,67%,25%,8%,0%,0%,0%,0%,0%,"Spearman, Melinda J"
EDF,3010,001,Principles of American Educat,20%,36%,32%,0%,0%,0%,0%,12%,"Green, Robert P"
EDF,3010,002,Principles of American Educat,44%,52%,4%,0%,0%,0%,0%,0%,"Green, Robert P"
EDF,3010,003,Principles of American Educat,54%,35%,8%,3%,0%,0%,0%,0%,"Rosenblith, Suzanne"
EDF,3020,001,Educ Psych,76%,24%,0%,0%,0%,0%,0%,0%,"Qian, Meihua"
EDF,3020,002,Educ Psych,84%,13%,3%,0%,0%,0%,0%,0%,"Switzer, Deborah M"
EDF,3020,003,Educ Psych,72%,28%,0%,0%,0%,0%,0%,0%,"Switzer, Deborah M"
EDF,3020,005,Educ Psych,40%,30%,23%,3%,3%,0%,0%,0%,"Vargas, Penelope Mar"
EDF,3150,001,Technology Skills for Learning,88%,0%,6%,6%,0%,0%,0%,0%,"Visser, Ryan D"
EDF,3150,002,Technology Skills for Learning,81%,13%,6%,0%,0%,0%,0%,0%,"Visser, Ryan D"
EDF,3340,001,Child Growth and Dev,69%,21%,7%,0%,0%,0%,0%,3%,"Holton, Winston E"
EDF,3340,002,Child Growth and Dev,91%,9%,0%,0%,0%,0%,0%,0%,"Jamil, Faiza Marghoo"
EDF,3350,001,Adol Growth & Dev,31%,52%,17%,0%,0%,0%,0%,0%,"Barrett, David E"
EDF,3350,002,Adol Growth & Dev,67%,23%,10%,0%,0%,0%,0%,0%,"Barrett, David E"
EDF,4250,001,EDF 4250: 001,83%,8%,8%,0%,0%,0%,0%,0%,"Visser, Ryan D"
EDF,4800,002,Digital Media & Learning,88%,8%,0%,0%,4%,0%,0%,0%,"Boyer, David Matthew"
EDF,8800,400,EDF 8800: 400,89%,0%,11%,0%,0%,0%,0%,0%,"Visser, Ryan D"
EDF,9050,001,EDF 9050: 001,71%,29%,0%,0%,0%,0%,0%,0%,"Herro, Danielle Chri"
EDL,7150,001,EDL 7150: 001,67%,0%,0%,0%,0%,0%,0%,33%,"Klar, Hans William"
EDL,7350,500,EDL 7350: 500,72%,28%,0%,0%,0%,0%,0%,0%,"Knoeppel, Robert C"
EDL,7400,500,EDL 7400: 500,78%,11%,11%,0%,0%,0%,0%,0%,"Buskey, Frederick C"
EDL,8850,400,Selected Topics,67%,33%,0%,0%,0%,0%,0%,0%,"Gonzales, Leslie D"
EDL,9100,400,Intro Phd Seminar,67%,17%,6%,0%,11%,0%,0%,0%,"Lindle, Jane C"
EDLT,4580,001,EDLT 4580: 001,76%,19%,5%,0%,0%,0%,0%,0%,"McNair, Jonda Cecole"
EDLT,4600,001,Teaching Reading Grades 2-6,80%,20%,0%,0%,0%,0%,0%,0%,"Fullerton, Susan Kin"
EDLT,4620,001,EDLT 4620: 001,77%,19%,4%,0%,0%,0%,0%,0%,"McNair, Jonda Cecole"
EDLT,4630,001,EDLT 4630: 001,65%,24%,12%,0%,0%,0%,0%,0%,"Axelrod, Ysaaca D"
EDLT,8670,400,EDLT 8670: 400,89%,6%,6%,0%,0%,0%,0%,0%,"Dunston, Pamela J"
EDLT,8670,401,EDLT 8670: 401,83%,17%,0%,0%,0%,0%,0%,0%,"Wilder, Phillip Mich"
EDLT,8740,501,EDLT 8740: 501,88%,13%,0%,0%,0%,0%,0%,0%,"Cole, Mikel Walker"
EDSC,4370,001,EDSC 4370: 001,58%,32%,11%,0%,0%,0%,0%,0%,"Horton, Robert M"
EDSC,8920,400,EDSC 8920: 400,83%,17%,0%,0%,0%,0%,0%,0%,"Marshall, Jeff C"
EDSP,3700,001,Intro to Special Ed,76%,15%,6%,0%,3%,0%,0%,0%,"Ryan, Joseph Benedic"
EDSP,3700,002,Intro to Special Ed,78%,5%,10%,3%,5%,0%,0%,0%,"Ryan, Joseph Benedic"
EDSP,3700,003,Intro to Special Ed,78%,12%,7%,0%,2%,0%,0%,0%,"Ennis, Robin Parks"
EDSP,3730,001,EDSP 3730: 001,88%,13%,0%,0%,0%,0%,0%,0%,"Mackiewicz, Sara Moo"
EDSP,3750,001,EDSP 3750: 001,88%,12%,0%,0%,0%,0%,0%,0%,"Mackiewicz, Sara Moo"
EDSP,4910,001,EDSP 4910: 001,67%,29%,0%,0%,4%,0%,0%,0%,"Katsiyannis, Antonis"
EDSP,4950,001,EDSP 4950: 001,90%,10%,0%,0%,0%,0%,0%,0%,"Hodge, Martha J"
EDSP,4980,001,EDSP 4980: 001,88%,12%,0%,0%,0%,0%,0%,0%,"Romansky, Beverly Lu"
EES,2020,001,EES 2020: 001,49%,44%,2%,0%,2%,0%,0%,2%,"Finneran, Kevin Thom"
EES,4010,001,EES 4010: 001,41%,49%,10%,0%,0%,0%,0%,0%,"Carraway, Elizabeth"
EES,4010,002,EES 4010: 002,15%,58%,23%,2%,0%,0%,0%,2%,"Coates, John T"
EES,4020,001,EES 4020: 001,41%,41%,9%,0%,5%,0%,0%,5%,"Ladner, David Allen"
EES,4750,001,EES 4750: 001,85%,15%,0%,0%,0%,0%,0%,0%,"Ladner, David Allen"
EES,4840,001,Solid Waste Mgt,29%,55%,10%,3%,3%,0%,0%,0%,"Overcamp, Thomas J"
EES,4850,001,EES 4850: 001,30%,59%,8%,3%,0%,0%,0%,0%,"Schlautman, Mark A."
EES,6110,001,EES 6110: 001,38%,50%,13%,0%,0%,0%,0%,0%,"Devol, Timothy A"
EES,6850,001,EES 6850: 001,33%,67%,0%,0%,0%,0%,0%,0%,"Schlautman, Mark A."
EES,8030,001,EES 8030: 001,50%,40%,10%,0%,0%,0%,0%,0%,"Karanfil, Tanju"
EES,8040,001,EES 8040: 001,54%,46%,0%,0%,0%,0%,0%,0%,"Freedman, David L"
